Gene_id,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides 1,Peptides 2,Razor + unique peptides 1,Razor + unique peptides 2,Unique peptides 1,Unique peptides 2,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 11,Fraction 12,Q-value,Score,Identification type 1,Identification type 2,Sequence coverage 1 [%],Sequence coverage 2 [%],Intensity,Intensity 1,Intensity 2,iBAQ,iBAQ 1,iBAQ 2,LFQ intensity 1,LFQ intensity 2,MS/MS count 1,MS/MS count 2,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,DSSTP_K site IDs,Oxidation (M) site IDs,DSSTP_K site positions,Oxidation (M) site positions,Gene_desc,fc1,fc2,fc3,log10_score,log10_intensity,log10_iBAQ,pvalues,mean,log_mean,log_pvalues
Tb927.7.6290,Tb927.7.6290:mRNA-p1,Tb927.7.6290:mRNA-p1,3,3,3,"Tb927.7.6290:mRNA-p1 | transcript=Tb927.7.6290:mRNA | gene=Tb927.7.6290 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=kinesin, putative | transcript_product=kinesin, putative | location=Tb927_07_v5.1:1703148-1705823(-) | protein_length=891 | ",1,3,3,3,1,3,1,3,1,3,3.4,3.4,3.4,96.95100000000001,891,891,9.5,,1.0,,3.0,0.0,7.3808,By MS/MS,By MS/MS,1.3,3.4,3757600,463960,3662060,89466.0,9090.8,83898.6,201910,1268266,1,3,4,,,,613,1459;1663;1874,True;True;True,1521;1730;1956,2743;2744;3114;3548,2762;2763;3110;3569,2763;3110;3569,,,,,"kinesin, putative",0.19560390838613687,0.245125612777658,0.08249152226242468,0.8681034372641915,6.574910547175192,4.951658020591748,1.254430775023433e-06,0.22861837798048426,-2.1289867125266055,3.994585963480791
Tb927.7.6590,Tb927.7.6590:mRNA-p1;Tb927.7.6580.2:mRNA-p1;Tb927.7.6580.1:mRNA-p1,Tb927.7.6590:mRNA-p1;Tb927.7.6580.2:mRNA-p1;Tb927.7.6580.1:mRNA-p1,2;1;1,2;1;1,2;1;1,"Tb927.7.6590:mRNA-p1 | transcript=Tb927.7.6590:mRNA | gene=Tb927.7.6590 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1800006-180305",3,2,2,2,0,2,0,2,0,2,10.6,10.6,10.6,97.561,1017,1017;894;1076,11.0,,,2.0,,0.0,3.2923,,By MS/MS,0.0,10.6,2691100,177320,2882260,57257.0,2266.1,58514.6,201910,584486,0,2,2,,,,614,758;1021,True;True,797;1070,1488;1940,1526;1969,1526;1969,,,,,"hypothetical protein, conserved",0.10212778561682802,0.08639182390251927,0.17985789391014176,0.5174994019984165,6.42992983624063,4.7578285892745145,6.669686005670416e-09,0.09163714447395553,-3.447923686582263,3.9999710348876474
Tb927.7.6610,Tb927.7.6610:mRNA-p1,Tb927.7.6610:mRNA-p1,5,5,5,"Tb927.7.6610:mRNA-p1 | transcript=Tb927.7.6610:mRNA | gene=Tb927.7.6610 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1805099-180779",1,5,5,5,0,5,0,5,0,5,7.7,7.7,7.7,96.787,897,897,11.7,,,2.0,5.0,0.0,4.0111,,By MS/MS,0.0,7.7,4222200,177320,4413360,82788.0,2266.1,84045.6,201910,1435766,0,5,5,,,,615,193;399;1300;2422;3429,True;True;True;True;True,203;419;1358;2517;3589,411;412;820;2462;4604;4605;6603,442;850;2494;4674;6791,442;850;2494;4674;6791,,,,,"hypothetical protein, conserved",0.06224578458334954,0.06311185500802266,0.07417266477267005,0.603263489432861,6.6255388014110395,4.917967390994219,5.402473040678875e-14,0.06282316486646496,-3.992559565757433,3.9999999997653735
Tb927.7.6630,Tb927.7.6630:mRNA-p1,Tb927.7.6630:mRNA-p1,1,1,1,Tb927.7.6630:mRNA-p1 | transcript=Tb927.7.6630:mRNA | gene=Tb927.7.6630 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Kinetochore interacting protein 5 | transcript_product=Kinetochore interacting protein 5 | location=Tb927_07_v5.1:1812747-18,1,1,1,1,0,1,0,1,0,1,1.7,1.7,1.7,89.76100000000001,845,845,12.0,,,,1.0,0.01013,0.58668,,By MS/MS,0.0,1.7,0,177320,191160,0.0,2266.1,1257.6,201910,38766,0,1,1,,,,616,420,True,441,859,891,891,,,,,Kinetochore interacting protein 5,1.4926911453925609,2.6459847613799767,2.458327712103935,-0.2315987166885396,-inf,-inf,0.030454586032925317,2.261553556050838,1.1773141609633926,1.5149235959184342
Tb927.7.6640,Tb927.7.6640:mRNA-p1,Tb927.7.6640:mRNA-p1,4,4,4,"Tb927.7.6640:mRNA-p1 | transcript=Tb927.7.6640:mRNA | gene=Tb927.7.6640 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1817377-182223",1,4,4,4,0,4,0,4,0,4,3.1,3.1,3.1,172.49,1617,1617,11.0,,,4.0,,0.0,2.294,,By MS/MS,0.0,3.1,3020500,177320,3211660,33939.0,2266.1,35196.6,201910,651296,0,4,4,,,,617,1263;1771;3318;3900,True;True;True;True,1320;1846;3471;4086,2393;3320;6363;7495,2433;3325;6489;7843,2433;3325;6489;7843,,,,,"hypothetical protein, conserved",0.09224975983354221,0.14849166034468314,0.16031564839092488,0.3605934135652489,6.480078840065485,4.530699041844945,1.2881794580777126e-06,0.12974436017430283,-2.9462562670973087,3.994441234754912
Tb927.7.6900,Tb927.7.6900:mRNA-p1,Tb927.7.6900:mRNA-p1,1,1,1,Tb927.7.6900:mRNA-p1 | transcript=Tb927.7.6900:mRNA | gene=Tb927.7.6900 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Sister chromatid cohesion protein 1 | transcript_product=Sister chromatid cohesion protein 1 | location=Tb927_07_v5.1:196493,1,1,1,1,0,1,0,1,0,1,1.7,1.7,1.7,63.033,584,584,12.0,,,,1.0,0.0090772,0.68353,,By MS/MS,0.0,1.7,229820,177320,420980,9192.9,2266.1,10450.5,201910,120174,0,1,1,,,,618,511,True,538,1037,1082,1082,,,,,Sister chromatid cohesion protein 1,0.7580016583260102,0.4440770483604973,0.8992650332762983,-0.16524241957672017,5.361387820312597,3.9634525359043282,0.012519897248130818,0.5487185850156683,-0.865861654388732,1.898944181126073
Tb927.7.6910,Tb927.7.6910:mRNA-p1,Tb927.7.6910:mRNA-p1,16,16,16,"Tb927.7.6910:mRNA-p1 | transcript=Tb927.7.6910:mRNA | gene=Tb927.7.6910 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Phosphatidylinositol 4-phosphate 5-kinase, putative | transcript_product=Phosphatidylinositol 4-phosphate 5-kinase, putative",1,16,16,16,1,16,1,16,1,16,23.8,23.8,23.8,92.255,823,823,11.5,,1.0,5.0,23.0,0.0,33.881,By MS/MS,By MS/MS,1.5,23.8,82182000,1120230,81430160,1956700.0,24716.1,1935557.6,201910,26081766,1,27,28,,,,619,87;88;136;996;1458;1866;1977;2042;2122;2246;2364;2409;3678;4292;4313;4363,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,92;93;143;1043;1520;1947;2066;2131;2211;2337;2458;2504;3845;4491;4513;4514;4567,214;215;304;1902;2742;3535;3536;3773;3907;4051;4052;4053;4054;4290;4291;4292;4479;4566;4567;4568;7077;8260;8261;8262;8263;8295;8296;8297;8372,223;224;318;1933;2761;3557;3558;3793;3918;4076;4077;4078;4079;4334;4335;4336;4530;4612;4613;4614;4615;7311;8636;8637;8638;8639;8668;8669;8749,223;224;318;1933;2761;3557;3793;3918;4077;4335;4530;4614;7311;8638;8668;8749,,358;359;360,,67;615;769,"Phosphatidylinositol 4-phosphate 5-kinase, putative",0.021417133215006646,0.03200443114897203,0.003782257282955215,1.5299562200787615,7.9147767061445755,6.291524245008066,1.0446077346641623e-09,0.028475331837650233,-5.134143535277936,3.9999954633499457
Tb927.7.6980,Tb927.7.6980:mRNA-p1,Tb927.7.6980:mRNA-p1,1,1,1,"Tb927.7.6980:mRNA-p1 | transcript=Tb927.7.6980:mRNA | gene=Tb927.7.6980 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Mono-functional DNA-alkylating methyl methanesulfonate N-term/CPSF A subunit region, putative | transcript_product=Mono-func",1,1,1,1,0,1,0,1,0,1,0.7,0.7,0.7,194.95,1834,1834,11.0,,,1.0,,0.0092166,0.70838,,By MS/MS,0.0,0.7,289030,177320,480190,3853.7,2266.1,5111.299999999999,201910,97378,0,1,1,,,,620,3089,True,3236,5894,5988,5988,,,,,"Mono-functional DNA-alkylating methyl methanesulfonate N-term/CPSF A subunit region, putative",0.6932112042123698,0.7504585951298481,1.2102538665952192,-0.14973370893347776,5.460942922888959,3.5858779029982784,0.00014778806063623178,0.7313761314906887,-0.45131454988965714,3.6059196234027366
Tb927.7.7000,Tb927.7.7000:mRNA-p1;Tb11.v5.0739.1-p1,Tb927.7.7000:mRNA-p1;Tb11.v5.0739.1-p1,7;6,7;6,7;6,"Tb927.7.7000:mRNA-p1 | transcript=Tb927.7.7000:mRNA | gene=Tb927.7.7000 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hook complex protein, conserved | transcript_product=hook complex protein, conserved | location=Tb927_07_v5.1:2000830-200562",2,7,7,7,0,7,0,7,0,7,4.7,4.7,4.7,175.61,1596,1596;762,11.0,,,7.0,,0.0,5.1021,,By MS/MS,0.0,4.7,3430800,177320,3621960,35737.0,2266.1,36994.6,201910,734486,0,7,7,,,,621,1290;1324;2187;2752;3379;3404;3687,True;True;True;True;True;True;True,1348;1382;2277;2884;3538;3564;3855,2447;2500;4166;5241;6492;6560;7090,2481;2530;4191;5290;6649;6751;7323,2481;2530;4191;5290;6649;6751;7323,,,,,"hook complex protein, conserved",0.0773328646647254,0.14071895349593377,0.142655680590557,0.707748966430295,6.535395401405614,4.553118092150306,1.982608749267494e-06,0.11959025721886431,-3.063828234068443,3.9914738828282372
Tb927.7.7030,Tb927.7.7030:mRNA-p1,Tb927.7.7030:mRNA-p1,4,4,4,"Tb927.7.7030:mRNA-p1 | transcript=Tb927.7.7030:mRNA | gene=Tb927.7.7030 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=zinc-finger of a C2HC-type, putative | transcript_product=zinc-finger of a C2HC-type, putative | location=Tb927_07_v5.1:2009",1,4,4,4,0,4,0,4,0,4,6.0,6.0,6.0,68.705,651,651,12.0,,,,4.0,0.0,3.9389999999999996,,By MS/MS,0.0,6.0,8143200,177320,8334360,254480.0,2266.1,255737.6,201910,2923266,0,4,4,,,,622,141;149;1138;2995,True;True;True;True,148;156;1190;3140,315;328;2142;5731,328;340;2153;5839,328;340;2153;5839,,361,,627,"zinc-finger of a C2HC-type, putative",0.03192310377956784,0.020342961534460007,0.03532423150963691,0.5953859808091417,6.910795101356724,5.405653656099307,1.4690568564669672e-09,0.024203008949495952,-5.36866977340437,3.999993620013999
Tb927.7.710,Tb927.7.710:mRNA-p1,Tb927.7.710:mRNA-p1,4,2,2,"Tb927.7.710:mRNA-p1 | transcript=Tb927.7.710:mRNA | gene=Tb927.7.710 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=heat shock 70 kDa protein, putative | transcript_product=heat shock 70 kDa protein, putative | location=Tb927_07_v5.1:156246-15",1,4,2,2,2,4,1,2,1,2,8.6,4.1,4.1,70.211,639,639,9.25,,1.0,1.0,2.0,0.0,3.0774,By MS/MS,By MS/MS,4.1,8.6,2105400,591700,1882160,65794.0,15215.1,54102.6,201910,602776,1,2,3,,,,623,448;515;2635;2743,False;True;True;False,472;542;2758;2874;2875,913;914;915;916;917;918;919;920;921;1048;1049;1050;4988;5226;5227;5228;5229,945;946;947;948;949;950;951;952;953;954;1096;1097;5042;5275;5276;5277;5278;5279,950;1097;5042;5276,,88,,60,"heat shock 70 kDa protein, putative",0.5572762108633428,0.5401492562975135,0.17293580841636866,0.4881839494493972,6.32333461859905,4.818186290487776,1.4967996168706505e-07,0.54585824115279,-0.8734017615805452,3.999350434199615
Tb927.7.7160,Tb927.7.7160:mRNA-p1,Tb927.7.7160:mRNA-p1,4,4,4,"Tb927.7.7160:mRNA-p1 | transcript=Tb927.7.7160:mRNA | gene=Tb927.7.7160 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=kinetoplastid-specific dual specificity phosphatase, putative | transcript_product=kinetoplastid-specific dual specificity p",1,4,4,4,0,4,0,4,0,4,4.9,4.9,4.9,102.21,966,966,11.8,,,1.0,4.0,0.0,1.9755,,By MS/MS,0.0,4.9,2629800,177320,2820960,58440.0,2266.1,59697.6,201910,932716,0,4,4,,,,624,99;769;2768;3877,True;True;True;True,104;808;2901;4060,234;1500;1501;5260;7443,245;1538;5309;7729,245;1538;5309;7729,,,,,"kinetoplastid-specific dual specificity phosphatase, putative",0.10364104994285611,0.08267554883993054,0.11242731429986504,0.29567703401746503,6.419922721037603,4.76671020726226,2.083098622027442e-08,0.08966404920757241,-3.47932653714303,3.999909541597681
Tb927.7.7170,Tb927.7.7170:mRNA-p1,Tb927.7.7170:mRNA-p1,1,1,1,"Tb927.7.7170:mRNA-p1 | transcript=Tb927.7.7170:mRNA | gene=Tb927.7.7170 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=CYC2-like cyclin, putative | transcript_product=CYC2-like cyclin, putative | location=Tb927_07_v5.1:2056393-2058567(-) | pro",1,1,1,1,0,1,0,1,0,1,2.3,2.3,2.3,78.96300000000001,724,724,12.0,,,,1.0,0.0,1.9853,,By MS/MS,0.0,2.3,716400,177320,907560,24704.0,2266.1,25961.6,201910,292526,0,1,1,,,,625,2722,True,2853,5189,5239,5239,,,,,"CYC2-like cyclin, putative",0.3208575520126267,0.2042398616399098,0.3564109856072073,0.29782614258532836,5.855155577176994,4.392767278655642,4.1020403100605186e-05,0.2431124250974821,-2.040304465739409,3.850718048245572
Tb927.7.7410,Tb927.7.7410:mRNA-p1,Tb927.7.7410:mRNA-p1,1,1,1,"Tb927.7.7410:mRNA-p1 | transcript=Tb927.7.7410:mRNA | gene=Tb927.7.7410 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Trans-2-enoyl-ACP reductase 2, putative | transcript_product=Trans-2-enoyl-ACP reductase 2, putative | location=Tb927_07_v5.",1,1,1,1,1,0,1,0,1,0,3.0,3.0,3.0,35.787,335,335,2.0,,1.0,,,0.0035842,1.2013,By MS/MS,,3.0,0.0,0,177320,191160,0.0,2266.1,1257.6,201910,38766,1,0,1,,,,626,4059,True,4249,7799,8146,8146,,,,,"Trans-2-enoyl-ACP reductase 2, putative",1.4926911453925609,2.6459847613799767,2.458327712103935,0.07965147707384496,-inf,-inf,0.030454586032925317,2.261553556050838,1.1773141609633926,1.5149235959184342
Tb927.7.760,Tb927.7.760:mRNA-p1,Tb927.7.760:mRNA-p1,2,2,2,"Tb927.7.760:mRNA-p1 | transcript=Tb927.7.760:mRNA | gene=Tb927.7.760 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:172772-174481(-) ",1,2,2,2,1,2,1,2,1,2,3.2,3.2,3.2,63.497,569,569,8.67,,1.0,,2.0,0.0,1.5904,By MS/MS,By MS/MS,1.4,3.2,4271400,696340,3943560,185710.0,24832.1,164407.6,201910,1367966,1,2,3,,,,627,1832;2611,True;True,1911;2734,3452;4943;4944,3473;4996;4997,3473;4997,,362,,98,"hypothetical protein, conserved",0.29412694001784007,0.3164123970088371,0.07763637664458244,0.2015063670532381,6.630570243320645,5.268835289996586,8.006915648074942e-08,0.3089839113451714,-1.6943963752911078,3.9996524032120426
Tb927.7.920,Tb927.7.920:mRNA-p1;Tb11.v5.0698.1-p1,Tb927.7.920:mRNA-p1,14;1,13;1,13;1,Tb927.7.920:mRNA-p1 | transcript=Tb927.7.920:mRNA | gene=Tb927.7.920 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Inner arm dynein 5-1 | transcript_product=Inner arm dynein 5-1 | location=Tb927_07_v5.1:216317-228655(-) | protein_length=4112 ,2,14,13,13,0,14,0,13,0,13,3.8,3.6,3.6,468.08,4112,4112;468,11.0,,,13.0,,0.0,9.4409,,By MS/MS,0.0,3.8,9109100,177320,9300260,44873.0,2266.1,46130.6,201910,1885966,0,12,12,,,,628,17;1109;1430;1725;2255;2463;2469;3175;3634;3666;3795;3871;4280;4367,True;True;True;True;True;False;True;True;True;True;True;True;True;True,17;1161;1491;1800;2346;2559;2566;3323;3800;3833;3972;4053;4479;4572,34;2098;2701;3238;4303;4673;4681;6043;6986;7047;7302;7435;8242;8380,38;2115;2720;3225;4346;4740;4747;6127;7191;7244;7582;7721;8621;8757,38;2115;2720;3225;4346;4740;4747;6127;7191;7244;7582;7721;8621;8757,,363,,2716,Inner arm dynein 5-1,0.029001199839490167,0.11356083921313857,0.05598885612432917,0.9750133975186791,6.959475469800412,4.651985105412111,5.377747016628289e-06,0.08537429275525577,-3.550054467677548,3.977251090909424
Tb927.7.990,Tb927.7.990:mRNA-p1,Tb927.7.990:mRNA-p1,1,1,1,"Tb927.7.990:mRNA-p1 | transcript=Tb927.7.990:mRNA | gene=Tb927.7.990 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=chaperone protein DnaJ, putative | transcript_product=chaperone protein DnaJ, putative | location=Tb927_07_v5.1:257177-259513(+",1,1,1,1,1,1,1,1,1,1,1.7,1.7,1.7,86.6,778,778,7.0,,1.0,,1.0,0.010279,0.61429,By MS/MS,By MS/MS,1.7,1.7,827350,553760,642070,20179.0,11447.7,12255.6,201910,198486,1,1,2,,,,629,3778,True,3955,7272;7273,7544;7545,7545,,,,,"chaperone protein DnaJ, putative",1.3632299716191942,1.415241332874204,0.5282345059377258,-0.21162655448373824,5.917689271236512,4.304899640332865,2.135346317564609e-05,1.3979042124558674,0.4832655073875899,3.915947825293219
Tb927.8.1050,Tb927.8.1050:mRNA-p1,Tb927.8.1050:mRNA-p1,2,2,2,"Tb927.8.1050:mRNA-p1 | transcript=Tb927.8.1050:mRNA | gene=Tb927.8.1050 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_08_v5.1:330827-338788(",1,2,2,2,0,2,0,2,0,2,1.1,1.1,1.1,292.51,2653,2653,11.0,,,2.0,,0.0,1.7789,,By MS/MS,0.0,1.1,823410,177320,1014570,6054.5,2266.1,7312.1,201910,205746,0,2,2,,,,630,1122;2022,True;True,1174;2111,2119;3870,2134;3886,2134;3886,,,,,"hypothetical protein, conserved",0.28423785917982297,0.5691386003422728,0.5094550880013057,0.25015153511661187,5.915616137034126,3.782078283530754,0.0052008037711907835,0.47417168662145626,-1.0765185746029142,2.2756582724886085
Tb927.8.1180,Tb927.8.1180:mRNA-p1;Tb927.8.1160:mRNA-p1,Tb927.8.1180:mRNA-p1;Tb927.8.1160:mRNA-p1,4;3,4;3,1;1,Tb927.8.1180:mRNA-p1 | transcript=Tb927.8.1180:mRNA | gene=Tb927.8.1180 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=vacuolar-type Ca2+-ATPase 1 | transcript_product=vacuolar-type Ca2+-ATPase 1 | location=Tb927_08_v5.1:375582-378902(-) | pro,2,4,4,1,2,2,2,2,1,0,4.2,4.2,1.0,121.57,1106,1106;1102,7.8,,2.0,1.0,2.0,0.0019881,1.4731,By MS/MS,By MS/MS,1.7,2.4,2321800,1033950,1656360,42997.0,18130.1,28390.6,201910,508766,2,2,4,,,,631,697;734;1347;3236,True;True;True;True,730;770;1408;3384,1340;1438;2545;2546;6179,1369;1473;2569;6267,1369;1473;2569;6267,,,,,vacuolar-type Ca2+-ATPase 1,1.0736092285658303,1.0632592018956082,0.20529294508044274,0.1682322295134208,6.365824806859364,4.633438154907558,4.216813381144072e-05,1.0667092107856824,0.09316694529665415,3.847197737366706
Tb927.8.1200,Tb927.8.1200:mRNA-p1,Tb927.8.1200:mRNA-p1,4,1,1,Tb927.8.1200:mRNA-p1 | transcript=Tb927.8.1200:mRNA | gene=Tb927.8.1200 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=vacuolar-type Ca2+-ATPase 2 | transcript_product=vacuolar-type Ca2+-ATPase 2 | location=Tb927_08_v5.1:381716-384958(-) | pro,1,4,1,1,1,3,0,1,0,1,4.4,1.2,1.2,119.0,1080,1080,12.0,,,,1.0,0.0098177,0.5382100000000001,By matching,By MS/MS,0.7,3.7,0,177320,191160,0.0,2266.1,1257.6,201910,38766,0,1,1,,,,632,734;1347;3236;3736,False;False;False;True,770;1408;3384;3909,1438;2545;2546;6179;7205,1473;2569;6267;7483,1473;2569;6267;7483,,,,,vacuolar-type Ca2+-ATPase 2,1.4926911453925609,2.6459847613799767,2.458327712103935,-0.2690482372588629,-inf,-inf,0.030454586032925317,2.261553556050838,1.1773141609633926,1.5149235959184342
Tb927.8.1210,Tb927.8.1210:mRNA-p1,Tb927.8.1210:mRNA-p1,8,8,8,"Tb927.8.1210:mRNA-p1 | transcript=Tb927.8.1210:mRNA | gene=Tb927.8.1210 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_08_v5.1:385805-387865(",1,8,8,8,4,8,4,8,4,8,48.0,48.0,48.0,77.786,686,686,6.91,8.0,2.0,9.0,4.0,0.0,27.976999999999997,By MS/MS,By MS/MS,24.5,48.0,51440000,16135320,35673160,1224800.0,382226.1,846057.6,17167910,5373566,9,9,18,,,,633,319;831;1035;3150;3243;4035;4199;4331,True;True;True;True;True;True;True;True,336;871;1084;3298;3391;4223;4395;4535,638;639;640;1597;1961;5998;6189;6190;6191;6192;6193;6194;6195;6196;6197;6198;7752;7753;7754;7755;8044;8328;8329,678;679;1623;1989;6084;6275;6276;6277;6278;6279;6280;6281;6282;8100;8101;8102;8103;8388;8704;8705,679;1623;1989;6084;6277;8101;8388;8705,,364,,260,"hypothetical protein, conserved",0.8225818272726175,0.7580016583260102,1.7216980184389097,1.446801142847091,7.711300959916166,6.088065177690205,0.0005123209465768374,0.7795283813082127,-0.3593265449248875,3.213020883750391
Tb927.8.1290,Tb927.8.1290:mRNA-p1,Tb927.8.1290:mRNA-p1,2,2,2,"Tb927.8.1290:mRNA-p1 | transcript=Tb927.8.1290:mRNA | gene=Tb927.8.1290 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_08_v5.1:414144-417464(",1,2,2,2,1,2,1,2,1,2,2.3,2.3,2.3,120.05,1106,1106,8.33,1.0,,,2.0,0.0,5.3993,By MS/MS,By MS/MS,1.2,2.3,975860,354640,989690,18071.0,5549.9,16045.6,201910,321626,1,2,3,,,,634,3075;3560,True;True,3222;3723,5865;6838;6839,5960;7050;7051,5960;7050,,,,,"hypothetical protein, conserved",0.6680330589665456,0.6235848590763863,0.32974690291358805,0.7323374587409062,5.989387516858672,4.25698218590157,1.6723551486090968e-05,0.6384009257064394,-0.6474653513610618,3.9328415068638605
Tb927.8.1340,Tb927.8.1340:mRNA-p1;Tb927.8.1330:mRNA-p1,Tb927.8.1340:mRNA-p1;Tb927.8.1330:mRNA-p1,3;3,3;3,3;3,"Tb927.8.1340:mRNA-p1 | transcript=Tb927.8.1340:mRNA | gene=Tb927.8.1340 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=60S ribosomal protein L7a, putative | transcript_product=60S ribosomal protein L7a, putative | location=Tb927_08_v5.1:429328",2,3,3,3,0,3,0,3,0,3,10.1,10.1,10.1,30.879,276,276;276,11.4,,,3.0,2.0,0.0,8.8506,,By MS/MS,0.0,10.1,7972800,177320,8163960,797280.0,2266.1,798537.6,201910,1798066,0,4,4,,,,635,298;340;341,True;True;True,313;359;360,583;691;692;693;694,620;738;739;740,620;738;740,,,,,"60S ribosomal protein L7a, putative",0.032722894507505096,0.007088654434706594,0.05867426789195639,0.9469727133934676,6.901610869826982,5.901610869826982,3.404884739879865e-08,0.01563340112563943,-5.999224511673454,3.9998521529032836
Tb927.8.1500,Tb927.8.1500:mRNA-p1,Tb927.8.1500:mRNA-p1,3,3,3,"Tb927.8.1500:mRNA-p1 | transcript=Tb927.8.1500:mRNA | gene=Tb927.8.1500 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_08_v5.1:487358-489163(",1,3,3,3,0,3,0,3,0,3,8.2,8.2,8.2,63.206,601,601,12.0,,,,3.0,0.0,7.9696,,By MS/MS,0.0,8.2,1553900,177320,1745060,70631.0,2266.1,71888.6,201910,589176,0,3,3,,,,636,156;3041;4192,True;True;True,163;3186;4388,339;5797;8033,347;5897;8380,347;5897;8380,,,,,"hypothetical protein, conserved",0.16031564839092488,0.07050137552313018,0.17735162638762114,0.9014365243883081,6.191423066687808,4.848995355074719,7.306779737218237e-06,0.10043946647906175,-3.3156018245469934,3.969372838057854
Tb927.8.1510,Tb927.8.1510:mRNA-p1,Tb927.8.1510:mRNA-p1,3,3,3,"Tb927.8.1510:mRNA-p1 | transcript=Tb927.8.1510:mRNA | gene=Tb927.8.1510 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ATP-dependent RNA helicase DBP2B, putative | transcript_product=ATP-dependent RNA helicase DBP2B, putative | location=Tb927_",1,3,3,3,1,3,1,3,1,3,7.0,7.0,7.0,62.43899999999999,569,569,9.8,,1.0,1.0,3.0,0.0019157,1.3675,By MS/MS,By MS/MS,1.9,7.0,7690800,496110,7563160,226200.0,11642.2,218077.6,201910,2595266,1,3,4,,,,637,1098;1313;3500,True;True;True,1149;1371;3663,2077;2481;2482;6741;6742,2094;2512;6946;6947,2094;2512;6947,,,,,"ATP-dependent RNA helicase DBP2B, putative",0.10746801863283162,0.1224930556574318,0.04093102513312669,0.13592733500546836,6.885971517631692,5.354492600589436,6.2222325617848446e-09,0.11748470998256506,-3.0894550850561235,3.9999729780280093
